-132.4548645,21.65881348,89.52050781,18.15518188,19.47525024,-40.05657959
-130.9781799,22.04769897,88.98284912,14.80432129,19.22692871,-35.94174194
-130.9781799,22.04769897,88.98284912,14.80432129,19.22692871,-35.94174194
-130.9781799,22.04769897,88.98284912,14.80432129,19.22692871,-35.94174194
-130.9781799,22.04769897,88.98284912,14.80432129,19.22692871,-35.94174194
-123.7249451,14.746521,98.66323853,-2.763183594,16.10787964,-14.65216064
-123.2739563,13.30462646,100.46875,-4.103546143,15.76965332,-13.07052612
-123.9213257,10.53341675,103.8370056,-2.35458374,15.14016724,-15.1590271
-123.9213257,10.53341675,103.8370056,-2.35458374,15.14016724,-15.1590271
-126.4501953,8.974945068,105.6716003,5.197540283,14.92059326,-24.06381226
-126.4501953,8.974945068,105.6716003,5.197540283,14.92059326,-24.06381226
-126.4501953,8.974945068,105.6716003,5.197540283,14.92059326,-24.06381226
-133.5935364,15.5524292,97.63851929,22.71694946,17.95687866,-45.32629395
-133.5935364,15.5524292,97.63851929,22.71694946,17.95687866,-45.32629395
-134.0928955,19.67776489,92.22155762,22.32192993,19.32669067,-45.11148071
-132.4548645,21.65881348,89.52050781,18.15518188,19.47525024,-40.05657959
-132.4548645,21.65881348,89.52050781,18.15518188,19.47525024,-40.05657959
-132.4548645,21.65881348,89.52050781,18.15518188,19.47525024,-40.05657959
-132.4548645,21.65881348,89.52050781,18.15518188,19.47525024,-40.05657959
