-132.5647888,22.18725586,87.60525513,17.23535156,20.82775879,-39.11782837
-130.928833,22.83007813,87.22045898,14.01528931,20.16464233,-35.08529663
-130.928833,22.83007813,87.22045898,14.01528931,20.16464233,-35.08529663
-130.928833,22.83007813,87.22045898,14.01528931,20.16464233,-35.08529663
-130.928833,22.83007813,87.22045898,14.01528931,20.16464233,-35.08529663
-130.928833,22.83007813,87.22045898,14.01528931,20.16464233,-35.08529663
-123.0423279,14.24731445,98.41525269,-4.453857422,16.89324951,-12.61035156
-122.8175354,12.58102417,100.0751343,-5.045715332,16.91680908,-11.90124512
-123.3736877,9.832946777,103.7412109,-3.774780273,15.9621582,-13.45394897
-125.4335632,7.809997559,105.9537964,2.035217285,15.74349976,-20.35275269
-125.4335632,7.809997559,105.9537964,2.035217285,15.74349976,-20.35275269
-125.4335632,7.809997559,105.9537964,2.035217285,15.74349976,-20.35275269
-125.4335632,7.809997559,105.9537964,2.035217285,15.74349976,-20.35275269
-133.7569885,14.40686035,97.7088623,21.85168457,19.0090332,-44.4803772
-133.7569885,14.40686035,97.7088623,21.85168457,19.0090332,-44.4803772
-134.5383911,18.68225098,92.50390625,22.46893311,20.14389038,-45.44143677
-134.5383911,18.68225098,92.50390625,22.46893311,20.14389038,-45.44143677
-132.7576904,21.91098022,88.60977173,18.22286987,20.1892395,-40.24316406
-132.7576904,21.91098022,88.60977173,18.22286987,20.1892395,-40.24316406
-132.7576904,21.91098022,88.60977173,18.22286987,20.1892395,-40.24316406
